English,French,German,Spanish,Italian,Danish,Greek,Portuguese,Norwegian,Swedish,Polish,Romanian,Finnish,Dutch,Latvian,,,,,,,,,,,,,,
Failed to disable operation on the Spindle Drive motor.,Échec de la désactivation du fonctionnement sur le moteur d'entraînement de la broche.,Betrieb des Spindelantriebsmotors konnte nicht deaktiviert werden.,No se ha podido desactivar la operación en el motor de accionamiento del husillo.,Impossibile disabilitare il funzionamento sul motore di azionamento del mandrino.,Kunne ikke deaktivere drift på spindeldrevsmotoren.,???????? ??????????????? ??????????? ???? ???????? ????????? ??????? ????????.,Falha ao desativar a operação do motor de acionamento do fuso.,Kunne ikke deaktivere drift på spindelens drivmotor.,Det gick inte att avaktivera drift på spindeldrivmotorn.,Nie uda?o si? wy??czy? operacji na silniku nap?du wrzeciona.,E?ecul de dezactivare a func?ion?rii pe motorul de ac?ionare a axului.,Karan käyttömoottorin nopeuden asettaminen epäonnistui.,Kan de werking van de spilaandrijfmotor niet uitschakelen.,Neizdev?s atsp?jot v?rpstas piedzi?as motora darb?bu.,,,,,,,,,,,,,,
Failed to set the Spindle Drive motor speed.,Impossible de régler la vitesse du moteur d'entraînement de la broche.,Drehzahl des Spindelantriebmotors konnte nicht eingestellt werden.,No se ha podido ajustar la velocidad del motor de accionamiento del husillo.,Impossibile impostare la velocità del motore di azionamento del mandrino.,Kunne ikke indstille spindeldrevsmotorens hastighed.,???????? ???????? ??? ????????? ???????? ????????? ??????? ????????.,Falha ao definir a velocidade do motor de acionamento do fuso.,Kunne ikke stille inn hastigheten på spindelens drivmotor.,Det gick inte att ställa in spindeldrivmotorns hastighet.,Nie uda?o si? ustawi? pr?dko?ci silnika nap?du wrzeciona.,Nu s-a reu?it setarea vitezei motorului de ac?ionare a axului.,Karan käyttömoottorin nopeuden asettaminen epäonnistui.,Het instellen van de motorsnelheid van de spilaandrijving is mislukt.,Neizdev?s iestat?t v?rpstas piedzi?as motora ?trumu.,,,,,,,,,,,,,,
Failed to set the Spindle Drive motor acceleration.,Impossible de définir l'accélération du moteur d'entraînement de la broche.,Beschleunigung des Spindelantriebmotors konnte nicht eingestellt werden.,No se ha podido ajustar la aceleración del motor de accionamiento del husillo.,Impossibile impostare l'accelerazione del motore di azionamento del mandrino.,Kunne ikke indstille spindeldrevsmotorens acceleration.,???????? ???????? ??? ??????????? ???????? ????????? ??????? ????????.,Falha ao definir a aceleração do motor de acionamento do fuso.,Kunne ikke stille inn akselereringen på spindelens drivmotor.,Det gick inte att ställa in spindeldrivmotorns acceleration.,Nie uda?o si? ustawi? przyspieszenia silnika nap?du wrzeciona.,Nu s-a reu?it setarea accelera?iei motorului de ac?ionare a axului.,Karan käyttömoottorin kiihtyvyyden asettaminen epäonnistui.,Het instellen van de motorversnelling van de spilaandrijving is mislukt.,Neizdev?s iestat?t v?rpstas piedzi?as motora pa?trin?jumu.,,,,,,,,,,,,,,
Failed to set the Spindle Drive motor deceleration.,Impossible de définir la décélération du moteur d'entraînement de la broche.,Verzögerung des Spindelantriebmotors konnte nicht eingestellt werden.,No se ha podido ajustar la desaceleración del motor de accionamiento del husillo.,Impossibile impostare la decelerazione del motore di azionamento del mandrino.,Kunne ikke indstille spindeldrevsmotorens deceleration.,???????? ???????? ??? ???????????? ???????? ????????? ??????? ????????.,Falha ao definir a desaceleração do motor de acionamento do fuso.,Kunne ikke stille inn deselerasjonen på spindelens drivmotor.,Det gick inte att ställa in spindeldrivmotorns deceleration.,Nie uda?o si? ustawi? opó?nienia silnika nap?du wrzeciona.,Nu s-a reu?it setarea decelera?iei motorului de ac?ionare a axului.,Karan käyttömoottorin hidastuksen asettaminen epäonnistui.,Kan de motorvertraging van de spilaandrijving niet instellen.,Neizdev?s iestat?t v?rpstas piedzi?as motora ?truma samazin?šanu.,,,,,,,,,,,,,,
Failed to start the Spindle Drive motor.,Impossible de démarrer le moteur d'entraînement de la broche.,Starten des Spindelantriebmotors fehlgeschlagen.,No se ha podido arrancar el motor de accionamiento del husillo.,Impossibile avviare il motore di azionamento del mandrino.,Kunne ikke starte spindeldrevsmotoren.,???????? ????????? ???????? ????????? ??????? ????????.,Falha ao iniciar o motor de acionamento do fuso.,Kunne ikke starte spindelens drivmotor.,Det gick inte att starta spindeldrivmotorn.,Nie uda?o si? uruchomi? silnika nap?du wrzeciona.,Motorul de ac?ionare a axului nu poate fi pornit.,Karan käyttömoottorin käynnistys epäonnistui.,Kan de spilaandrijfmotor niet starten.,Neizdev?s iedarbin?t v?rpstas piedzi?as motoru.,,,,,,,,,,,,,,
Failed to stop the Spindle Drive motor.,Échec de l'arrêt du moteur d'entraînement de la broche.,Stoppen des Spindelantriebmotors fehlgeschlagen.,No se ha podido detener el motor de accionamiento del husillo.,Impossibile arrestare il motore di azionamento del mandrino.,Kunne ikke stoppe spindeldrevsmotoren.,???????? ???????? ???????? ????????? ??????? ????????.,Falha ao parar o motor de acionamento do fuso.,Kunne ikke stoppe spindelens drivmotor.,Det gick inte att stoppa spindeldrivmotorn.,Nie uda?o si? zatrzyma? silnika nap?du wrzeciona.,Motorul de ac?ionare a axului nu poate fi oprit.,Karan käyttömoottorin pysäytys epäonnistui.,Spilaandrijfmotor kon niet worden gestopt.,Neizdev?s aptur?t v?rpstas piedzi?as motoru.,,,,,,,,,,,,,,
Spindle motor drive state changed from %1:s to %2:s.,L'état de l'entraînement du moteur de la broche est passé de %1:s à %2:s.,Antriebszustand des Spindelmotors geändert von %1:s zu %2:s.,Cambio del estado de accionamiento del motor del husillo de %1:s a %2:s.,Lo stato di azionamento del motore del mandrino è cambiato da %1:s a %2:s.,Spindelmotorens drevtilstand ændret fra %1:s til %2:s.,? ????????? ??? ????????? ??????? ??? ???????? ???????? ?????? ??? %1:s ?? %2:s.,O estado de acionamento do motor do fuso foi alterado de %1:s para %2:s.,Drifttilstand for spindelmotor endret fra %1:s til %2:s.,Spindeldrivmotorns tillstånd har ändrats från %1:s till %2:s.,Stan nap?du silnika wrzeciona zmieni? si? z %1:s na %2:s.,Starea de ac?ionare a motorului axiomatic s-a schimbat de la %1:s la %2:s.,Karamoottorin käyttötila muutettu tilasta %1:s tilaan %2:s.,Status spilmotoraandrijving gewijzigd van%1:s in %2:s.,V?rpstas motora piedzi?as st?voklis main?ts no %1:s uz %2:s.,,,,,,,,,,,,,,
Failed to reverse the Spindle Drive motor.,Impossible d'inverser le moteur d'entraînement de la broche.,Umkehren des Spindelantriebsmotors fehlgeschlagen.,No se ha podido invertir el motor de accionamiento del husillo.,Impossibile invertire il motore di azionamento del mandrino.,Kunne ikke vende spindeldrevsmotoren om.,???????? ??????????? ???????? ????????? ??????? ????????.,Falha ao inverter o motor de acionamento do fuso.,Kunne ikke reversere spindelens drivmotor.,Det gick inte att köra spindeldrivmotorn bakåt.,Nie uda?o si? cofn?? silnika nap?du wrzeciona.,Motorul de ac?ionare a axului nu poate fi inversat.,Karan käyttömoottorin peruutus epäonnistui.,Kan de spilaandrijfmotor niet omkeren.,Neizdev?s main?t v?rpstas piedzi?as motora darb?bas virzienu.,,,,,,,,,,,,,,
"%1:s motor comm error: %2:s, trying to write [ %4:s ] to: %3:s.","Erreur de communication du moteur de %1:s: %2:s, tente d'écrire [ %4:s ] à: %3:s.","%1:s Motorkommunikationsfehler: %2:s, versuche [ %4:s ] zu: %3:s zu schreiben.","Error de comunicación del motor de %1:s: %2:s, intentando escribir [ %4:s ] a: %3:s.","Errore di comunicazione del motore di %1:s: %2:s, sta cercando di scrivere [ %4:s ] a: %3:s.","%1:smotor-komm.-fejl: %2:s, forsøger at skrive: [ %4:s ] til: %3:s.","%1:s ?????? ???????????? ????????: %2:s, ?????????? ???????? [ %4:s ] ??: %3:s.","Erro de comunicação do motor %1:s: %2:s, a tentar escrever [ %4:s ] para: %3:s.","%1:s motorkommunikasjonsfeil: %2:s, forsøker å skrive [ %4:s ] til: %3:s.","%1:s motor komm. fel: %2:s, vid försök att skriva[ %4:s ] till: %3:s.","B??d kom. silnika %1:s: %2:s, próbuje zapisa?: [ %4:s ] do: %3:s.","%1:s Eroare de com. a motorului: %2:s, încerc?ri de a scrie [ %4:s ] în: %3:s.","%1:s moottorin tiedonsiirtovirhe: %2:s, yritetään kirjoittaa: [%4:s] kohteeseen: %3:s.","%1:s motor comm-fout: %2:s, probeert te schrijven: [ %4:s ] naar: %3:s.","%1:s motora sakaru k??da: %2:s, m??ina ierakst?t [ %4:s ]: %3:s.",,,,,,,,,,,,,,
Procedure has no steps.,La procédure ne comporte aucune étape.,Verfahren hat keine Schritte.,El procedimiento no tiene pasos.,La procedura non ha passaggi.,Proceduren har ingen trin.,? ?????????? ??? ???? ??????.,O procedimento não tem passos.,Prosedyren har ingen trinn.,Proceduren inga steg.,Procedura nie ma kroków.,Procedura nu are etape.,Toimenpiteessä ei ole vaiheita.,Procedure heeft geen stappen.,Proced?rai nav darb?bu.,,,,,,,,,,,,,,
Could not find procedure in cache.,Impossible de trouver la procédure dans le cache.,Verfahren wurde nicht im Cache gefunden.,No se ha encontrado el procedimiento en la caché.,Impossibile trovare la procedura nella cache.,Kunne ikke finde procedure i cache.,??? ???? ?????? ? ?????? ??? ??????????? ??? ????? cache.,Não foi possível encontrar o procedimento na cache.,Fant ikke prosedyre i hurtigminne.,Det gick inte att hitta proceduren i cacheminnet.,Nie uda?o si? znale?? procedury w pami?ci podr?cznej.,Nu s-a putut g?si procedura în memoria cache.,Toimenpidettä ei löytynyt välimuistista.,Kon de procedure niet vinden in de cache.,Nevar?ja atrast proced?ru kešatmi??.,,,,,,,,,,,,,,
%1:s motor acceleration: %2:s rpm/sec.,Accélération du moteur de %1:s : %2:s tr/min/sec.,%1:s Motorbeschleunigung: %2:s U/min/s.,Aceleración del motor de %1:s: %2:s rpm/s.,Accelerazione del motore di %1:s: %2:s giri/sec.,%1:s motoracceleration: %2:s rpm/sek.,%1:s ?????????? ????????: %2:s ?.?.?./????.,Aceleração do motor %1:s: %2:s rpm/seg.,%1:s motorakselerering: %2:s opm/sek.,%1:s motoracceleration: %2:s rpm/sek.,Przyspieszenie silnika %1:s: %2:s rpm/s.,%1:s accelerarea motorului: %2:s rpm/sec.,%1:s moottorin kiihtyvyys: %2:s kierrosta sekunnissa.,%1:s motorversnelling: %2:s tpm/sec.,%1:s motora pa?trin?jums: %2:s apgr. min./sek.,,,,,,,,,,,,,,
%1:s motor deceleration: %2:s rpm/sec.,Décélération du moteur de %1:s : %2:s tr/min/sec.,%1:s Motorverzögerung: %2:s U/min/s.,Desaceleración del motor de %1:s: %2:s rpm/s.,Decelerazione del motore di %1:s: %2:s giri/sec.,%1:s motordeceleration: %2:s rpm/sek.,%1:s ??????????? ????????: %2:s ?.?.?./????.,Desaceleração do motor %1:s: %2:s rpm/seg.,%1:s motordeselerasjon: %2:s opm/sek.,%1:s motordeceleration: %2:s rpm/sek.,Zwalnianie silnika %1:s: %2:s rpm/s.,%1:s decelerarea motorului: %2:s rpm/sec.,%1:s moottorin hidastuminen: %2:s kierrosta sekunnissa.,%1:s motorvertraging: %2:s tpm/sec.,%1:s motora ?truma samazin?jums: %2:s apgr. min./sek.,,,,,,,,,,,,,,
%1:s motor current: %2:s amps.,Courant du moteur de %1:s : %2:s ampères.,%1:s Motorstrom: %2:s A,Corriente del motor de %1:s: %2:s amperios,Corrente del motore di %1:s: %2:s ampère.,%1:s motorspænding: %2:s amps.,%1:s ????? ????????: %2:s ?mp.,Corrente do motor %1:s: %2:s amperes.,%1:s motorstrøm: %2:s amp.,%1:s motorström: %2:s amp.,Pr?d silnika %1:s: %2:s amperów.,%1:s curentul motorului: %2:s amperi.,%1:s moottorin virta: %2:s A.,%1:s motorstroom: %2:s amp.,%1:s motora str?va: %2:s amp?ri,,,,,,,,,,,,,,
Cannot start macro. Spindle motor is already in use and macro uses it.,Impossible de démarrer la macro. Le moteur de broche est déjà utilisé et la macro l'utilise.,Makro kann nicht gestartet werden. Spindelmotor wird bereits verwendet und das Makro verwendet ihn.,No se puede iniciar la macro. El motor del cabezal ya está en uso y la macro lo utiliza.,Impossibile avviare la macro. Il motore del mandrino è già in uso e la macro lo utilizza.,"Kan ikke starte makro. Spindelmotor er allerede i brug, og makro bruger den.",??? ????? ?????? ? ???????? ??? ????????????. ? ????????? ??? ???????? ??????????????? ??? ??? ??? ???????????? ? ???????????.,Não é possível iniciar macro. O motor do fuso já está a ser utilizado e a macro utiliza-o.,"Kunne ikke state macro. Spindelmotor er allerede i bruk, og macro bruker den.",Det gick inte att starta makro. Spindelmotorn används redan och makrot använder den.,Nie mo?na uruchomi? makra. Silnik wrzeciona jest ju? u?ywany i makro go wykorzystuje.,Nu se poate porni macro. Motorul axului este deja utilizat ?i macro îl folose?te.,Makroa ei voitu käynnistää. Karamoottori on jo käytössä ja makro käyttää sitä.,Kan de macro niet starten. Spilmotor is al in gebruik en macro gebruikt deze.,"Nevar s?kt makro. V?rpstas motors jau tiek lietots, un to lieto makro.",,,,,,,,,,,,,,
Invalid reagent well: %0:s,Puits de réactif non valide : %0:s,Ungültige Reagenzienvertiefung: %0:s,Pocillo de reactivos no válido: %0:s,Pozzetto reagenti non valido: %0:s,Ugyldig reagensfordybning: %0:s,?? ?????? ?????? ??????????????: %0:s,Cavidade de reagente inválida: %0:s,Ugyldig reagensbrønn: %0:s,Ogiltig reagensbrunn: %0:s,Nieprawid?owa studzienka odczynników: %0:s,Godeu de reactiv nevalid: %0:s,Virheellinen reagenssikaivo: %0:s,Ongeldig reagensputje: %0:s,Neder?ga rea?enta iedobe: %0:s,,,,,,,,,,,,,,
Invalid media well: %0:s,Puit de milieu non valide : %0:s,Ungültige Medienvertiefung: %0:s,Pocillo de medios no válido: %0:s,Pozzetto supporti non valido: %0:s,Ugyldig mediefordybning: %0:s,?? ?????? ?????? ?????: %0:s,Suporte de cavidade inválido: %0:s,Ugyldig mediebrønn: %0:s,Ogiltig odlingsbrunn: %0:s,Nieprawid?owa studzienka pod?o?a: %0:s,Mediu nevalid: %0:s,Virheellinen elatusainekaivo: %0:s,Ongeldig mediaputje %0:s,Neder?ga vielas iedobe: %0:s,,,,,,,,,,,,,,
%1:s motor current was too high when stopped. Call for service.,Le courant du moteur de %1:s était trop élevé à l'arrêt. Contactez un technicien de maintenance.,%1:s Motorstrom war nach dem Stoppen zu hoch. Rufen Sie den Service an.,La corriente del motor de %1:s era demasiado alta cuando se detuvo. Llame al servicio técnico.,La corrente del motore di %1:s era troppo alta all'arresto. Chiamare per la riparazione.,"%1:s motorspænding var for høj, da den blev stoppet. Ring efter hjælp.",%1:s ?? ????? ???????? ???? ???? ????? ???? ?????????. ??????? ??? ??????.,Corrente do motor %1:s demasiado alta quando parado. Contacte o serviço.,%1:s motorstrøm var for høy ved stopping. Ta kontakt med service.,%1:s motorströmmen var för hög när den stoppades. Ring service.,Pr?d silnika %1:s by? zbyt wysoki podczas postoju. Skontaktuj si? z serwisem.,%1:s curentul motorului era prea mare la oprire. Contacta?i un tehnician de service.,%1:s moottorin virta oli liian korkea pysäytettäessä. Soita huoltoon.,%1:s motorstroom was te hoog bij het stoppen. Bel voor onderhoud.,%1:s aptur?šanas br?d? motora str?va bija p?r?k liela. Zvaniet apkopes dienestam.,,,,,,,,,,,,,,
%1:s is sensing %2:s.,%1:s détecte %2:s.,%1:s nimmt %2:s wahr.,%1:s está detectando %2:s.,%1:s sta rilevando %2:s.,%1:s føler %2:s.,?? %1:s ????????? %2:s.,%1:s está a ler %2:s.,%1:s registrerer %2:s.,%1:s avkänner %2:s.,%1:s wykrywa %2:s.,%1:s detecteaz? %2:s.,%1:s havaitsee %2:s.,%1:s neemt %2:s waar.,%1:s nosaka %2:s.,,,,,,,,,,,,,,
Procedure cannot be started - it is incomplete. Key <%3:s>.  <%1:s> of <%2:s> steps are present.,La procédure ne peut pas être démarrée - elle est incomplète. Clé <%3:s>. <%1:s> étapes sur <%2:s> sont présentes.,Verfahren kann nicht gestartet werden – es ist unvollständig. Taste <%3:s>. <%1:s> von <%2:s> Stufen sind vorhanden.,El procedimiento no puede iniciarse: está incompleto. Tecla <%3:s>. Hay <%1:s> de <%2:s> pasos.,Impossibile avviare la procedura - è incompleta. Chiave <%3:s>. Sono presenti <%1:s> di <%2:s> passaggi.,Proceduren kan ikke startes - den er ufuldstændig. Nøgle <%3:s>.  <%1:s> af <%2:s> trin er tilstede.,??? ????? ?????? ? ?????? ??? ??????????? - ????? ???????. ?????? <%3:s>. <%1:s> ??? <%2:s> ?????? ????????.,O procedimento não pode ser iniciado - está incompleto. Chave <%3:s>. <%1:s> de <%2:s> passos presentes.,Prosedyre kan ikke startes – den er ufullstendig. Nøkkel <%3:s>.  <%1:s> av <%2:s> trinn er tilstede.,Proceduren kan inte startas – den är ofullständig. Nyckel <%3:s>. <%1:s> av <%2:s> steg är närvarande.,Nie mo?na rozpocz?? procedury – jest niekompletna. Klucz <%3:s>. Obecne kroki: <%1:s> z <%2:s>.,Procedura nu poate fi demarat? - este incomplet?. Cheia <%3:s>. <%1:s> din <%2:s> pa?i sunt prezen?i.,Toimenpidettä ei voida aloittaa – se on puutteellinen. Avain <%3:s>. Mukana <%1:s>/<%2:s> vaihetta.,Procedure kan niet worden gestart - deze is onvolledig. Sleutel <%3:s>. <%1:s> of <%2:s> stappen zijn aanwezig.,Proced?ru nevar s?kt – t? ir nepiln?ga. Atsl?ga <%3:s>. Past?v <%1:s> no <%2:s> darb?b?m.,,,,,,,,,,,,,,
Cannot start procedure.,Impossible de démarrer la procédure.,Verfahren kann nicht gestartet werden.,No se puede iniciar el procedimiento.,Impossibile avviare la procedura.,Kan ikke starte proceduren.,??? ????? ?????? ? ?????? ??? ???????????.,Não é possível iniciar o procedimento.,Kan ikke starte prosedyre.,Proceduren kan inte startas.,Nie mo?na rozpocz?? procedury.,Nu se poate începe procedura.,Toimenpidettä ei voida aloittaa.,Kan de procedure niet starten.,Nevar s?kt proced?ru.,,,,,,,,,,,,,,
%1:s detection indicated the cap was <%2:s> on the container.,La détection de %1:s a indiqué que le capuchon était <%2:s> sur le récipient.,"%1:s Erkennung zeigte an, dass die Kappe <%2:s> auf dem Behälter war.",La detección de %1:s indicó que la cápsula de cierre estaba <%2:s> en el envase.,Il rilevamento di %1:s ha indicato che il cappuccio era <%2:s> sul contenitore.,"%1:s sporing indikerede, at hætten var <%2:s> på beholderen.",? ????????? %1:s ???????? ??? ?? ?????? ???? <%2:s> ???? ????????.,A deteção de %1:s indicava que a cápsula de fecho estava em <%2:s> no recipiente.,%1:s sporing indikerte at hetten var <%2:s> på containeren.,%1:s detektering indikerade att locket fanns <%2:s> på behållaren.,"Wykrycie %1:s wskaza?o, ?e wieczko by?o <%2:s> w pojemniku.",Detectarea lui %1:s a indicat faptul c? capacul era <%2:s> în recipient.,"%1:s tunnistus osoitti, että korkki oli säiliössä <%2:s>.",%1:s-detectie gaf aan dat de dop <%2:s> op de container zat.,"%1:s noteikšan? tika konstat?ts, ka v?ci?š atrad?s <%2:s> uz trauka.",,,,,,,,,,,,,,
%1:s detection indicated the cap was <%2:s> in the gripper.,La détection de %1:s a indiqué que le capuchon était <%2:s> dans la pince.,"%1:s Erkennung zeigte an, dass die Kappe <%2:s> im Greifer war.",La detección de %1:s indicó que la cápsula de cierre estaba <%2:s> en la pinza.,Il rilevamento di %1:s ha indicato che il cappuccio era <%2:s> nella pinza.,"%1:s sporing indikerede, at hætten var <%2:s> i griberen.",? ????????? %1:s ???????? ??? ?? ?????? ???? <%2:s> ???? ??????.,A deteção de %1:s indicava que a cápsula de fecho era <%2:s> na pinça.,%1:s sporing indikerte at hetten var <%2:s> i griperen.,%1:s detektering indikerade att locket fann <%2:s> i gripdonet.,"Wykrycie %1:s wskaza?o, ?e wieczko by?o <%2:s> w chwytaku.",Detectarea lui %1:s a indicat faptul c? capacul era <%2:s> în dispozitivul de prindere.,"%1:s tunnistus osoitti, että korkki oli tarttujassa <%2:s>.",%1:s-detectie gaf aan dat de dop <%2:s> op de grijper zat.,"%1:s noteikšan? tika konstat?ts, ka v?ci?š atrad?s <%2:s> satv?r?j?.",,,,,,,,,,,,,,
Capsule detection indicated the capsule was <%1:s>.,La détection de la capsule a indiqué que la capsule était <%1:s>.,"Kapselerkennung zeigte an, dass die Kapsel <%1:s> war.",La detección de la cápsula indicó que la cápsula era <%1:s>.,Il rilevamento della capsula ha indicato che la capsula era <%1:s>.,"Kapselsporing indikerede, at kapslen var <%1:s>.",? ????????? ???????? ???????? ??? ? ??????? ???? <%1:s>.,A deteção da cápsula indicou que a cápsula estava <%1:s>.,Kapselsporing indikerte at kapselen var <%1:s>.,Kapseldetektering indikerade att kapseln var <%1:s>.,"Wykrywanie kapsu?y wykaza?o, ?e kapsu?a by?a <%1:s>.",Detectarea capsulei a indicat c? aceasta a fost <%1:s>.,"Kapselin tunnistus osoitti, että kapseli oli <%1:s>.",Capsuledetectie gaf aan dat de capsule <%1:s> was.,"Kapsulas noteikšan? tika konstat?ts, ka kapsula bija <%1:s>.",,,,,,,,,,,,,,
%1:s contacted when cap Z position was <%2:s> mm.,%1:s contacté lorsque la position Z du capuchon était de <%2:s> mm.,"%1:s kontaktiert, als Kappe Z Position <%2:s> mm war.",%1:s de contacto cuando la posición Z de la cápsula de cierre era < %2:s> mm,%1:s contattato quando la posizione Z del cappuccio era <%2:s> mm.,"%1:s kontaktet, da hætte-Z-position var <%2:s> mm.",?? %1:s ???? ?? ????? ???? ? ???? ??? ???????? Z ???? <%2:s> mm.,%1:s contactados quando a posição da cápsula de fecho Z estava em <%2:s> mm.,%1:s kontaktet når cap Z-posisjonen var <%2:s> mm.,%1:s kontaktad när Kap Z-positionen var <%2:s> mm.,"Kontakt z %1:s, gdy pozycja Z wieczka to <%2:s> mm.",%1:s contactat atunci când pozi?ia capacului Z a fost <%2:s> mm.,"%1:s kosketti, kun korkin Z-asento oli <%2:s> mm.",%1:s maakte contact toen dop Z-positie <%2:s> mm was.,"%1:s sask?r?s, kad v?ci?a Z elementa poz?cija bija <%2:s> mm.",,,,,,,,,,,,,,
Teaching well failure: Edge to edge width outside limits. Width was <%1:s> mm.,Échec du puits d'enseignement: largeur bord à bord hors limites. La largeur était de <%1:s> mm.,Schulung Vertiefung fehlgeschlagen: Kante-zu-Kante-Breite außerhalb der Grenzen. Breite war <%1:s> mm.,Fallo en el pocillo de aprendizaje: ancho de borde a borde fuera de los límites. El ancho era de <%1:s> mm.,Guasto del pozzetto: larghezza da bordo a bordo fuori dai limiti. La larghezza era <%1:s> mm.,Læringsfordybningsfejl: Grænser for ydre kant-til-kant-bredde. Bredden var <%1:s> mm.,???????? ??????? ???????????: ?????? ??? ???? ?? ???? ????? ?????. ?? ?????? ???? <%1:s> mm.,Falha na cavidade de aprendizagem. Largura de ponta a ponta fora dos limites. A largura era de <%1:s> mm.,Feil på lærebrønn: Kant til kant med ytre grenser. Bredden var på <%1:s> mm.,Inlärningsbrunnfel: Bredden kant till kant utanför gränser. Bredden var <%1:s> mm.,Niepowodzenie studzienki nauki: szeroko?? od kraw?dzi do kraw?dzi poza granicami. Szeroko?? wynosi?a <%1:s> mm.,E?ecul godeului de predare: L??imea de la margine la margine în afara limitelor. L??imea a fost <%1:s> mm.,Opetuskaivovirhe: Leveys reunasta reunaan rajojen ulkopuolella. Leveys oli <%1:s> mm.,Storing leerputje: breedte tot rand buiten grenzen. Breedte was <%1:s> mm.,Kalibr?šanas iedobes k??me: Platums starp mal?m neatbilst ierobežojumiem. Platums bija <%1:s> mm.,,,,,,,,,,,,,,
Teaching well failure. Failed to find tip engagement Z contact position.,Échec du puits d'enseignement. Impossible de trouver la position de contact de l'embout de l'engagement Z.,Schulung Vertiefung fehlgeschlagen. Z-Kontaktposition des Spitzeneingriffs konnte nicht gefunden werden.,Fallo en el pocillo de enseñanza. No se ha podido encontrar la posición de contacto Z de acoplamiento de la punta.,Guasto del pozzetto. Impossibile trovare la posizione di contatto Z di innesto del puntale.,Læringsfordybningsfejl: Kunne ikke finde Z-kontaktpositionen for spidssammenkobling.,???????? ??????? ???????????. ???????? ??????? ??? ????? ? ?????? ??? ????????? ???????.,Falha na cavidade de aprendizagem. Falha ao localizar a posição de contacto da ligação da ponta Z.,Feil på lærebrønn. Kunne ikke finne kontaktposisjon for spissinngrep Z.,Inlärningsbrunnfel. Det gick inte att hitta Z-kontaktposition för spetsaktivering.,Niepowodzenie studzienki nauki. Nie uda?o si? znale?? pozycji kontaktu przy??czenia ko?cówki Z.,E?ecul godeului de predare. Nu a reu?it s? g?seasc? pozi?ia de contact Z de antrenare a vârfului.,Opetuskaivovirhe. Kärjen kiinnittymisen Z-kosketusasentoa ei löytynyt.,Storing leerputje. Kan de Z-contactpositie van puntaangrijping niet vinden.,Kalibr?šanas iedobes k??me. Neizdev?s noteikt uzga?a pievienošanas Z saskares poz?ciju.,,,,,,,,,,,,,,
Teaching well failure. Failed to find shuttle top Z contact position.,Échec du puits d'enseignement. Impossible de trouver la position de contact de la navette haut Z.,Schulung Vertiefung fehlgeschlagen. Obere Z-Kontaktposition des Shuttles konnte nicht gefunden werden.,Fallo en el pocillo de enseñanza. No se ha podido encontrar la posición de contacto Z superior de la lanzadera.,Guasto del pozzetto. Impossibile trovare la posizione di contatto Z superiore della navetta.,Læringsfordybningsfejl: Kunne ikke finde shuttletop Z-kontaktposition.,???????? ??????? ???????????. ???????? ??????? ??? ????? ????? ? ?????? ??? ?????????.,Falha na cavidade de aprendizagem. Falha ao localizar a posição de contacto no topo do vaivém Z.,Feil på lærebrønn. Kunne ikke finne kontaktposisjon for skytteltopp Z.,Inlärningsbrunnfel. Det gick inte att hitta Z-kontaktposition för skyttelns övre Z.,Niepowodzenie studzienki nauki. Nie uda?o si? znale?? pozycji kontaktu góry wahad?a Z.,E?ecul godeului de predare. Nu a reu?it s? g?seasc? pozi?ia de contact Z de sus a navetei.,Opetuskaivovirhe. Sukkulan yläreunan Z-kosketusasentoa ei löytynyt.,Storing leerputje. Kan de Z-contactpositie van de shuttle niet vinden.,Kalibr?šanas iedobes k??me. Neizdev?s noteikt p?rvietot?ja augš?jo Z saskares poz?ciju.,,,,,,,,,,,,,,
"Teaching well pass: <%1:s>, <%2:s> Center: <%3:s>.","Réussite du puit d'enseignement: <%1:s>, <%2:s> Centre: <%3:s>.","Schulung Vertiefung erfolgreich: <%1:s>, <%2:s> Mitte: <%3:s>.","Paso del pocillo de enseñanza: <%1:s>, <%2:s> Centro: <%3:s>.","Passaggio del pozzetto: <%1:s>, <%2:s> Centro: <%3:s>.","Læringsfordybningspas: <%1:s>, <%2:s> center: <%3:s>.","???????? ??????? ???????????: <%1:s>, <%2:s> ??????: <%3:s>.","Aprovação na cavidade de aprendizagem: <%1:s>, <%2:s> Centro: <%3:s>.","Lærebrønn pass: <%1:s>, <%2:s> Senter: <%3:s>.","Inlärningsbrunn godkänd: <%1:s>, <%2:s> Center: <%3:s>.","Przej?cie studzienki nauki: <%1:s>, <%2:s> ?rodek: <%3:s>.","Finalizarea cu succes a godeului de predare: <%1:s>, <%2:s> Centru: <%3:s>.","Opetuskaivo meni läpi: <%1:s>, <%2:s> keskus: <%3:s>.","Leerputje geslaagd: <%1:s>, <%2:s> Centrum: <%3:s>.","Kalibr?šanas iedobe der?ga: <%1:s>, <%2:s> centrs: <%3:s>.",,,,,,,,,,,,,,
